SPX (S&P 500 INDEX),2548.18,+3.45,
Oct 10 2017 @ 15:02 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
17 Oct 2240.00 (SPXW1731J2240),194.10,0.0,306.00,315.10,0,10,17 Oct 2240.00 (SPXW1731V2240),0.73,+0.03,0.60,0.70,20,114,
17 Oct 2240.00 (SPXW1731J2240-E),194.10,0.0,306.00,315.10,0,10,17 Oct 2240.00 (SPXW1731V2240-E),0.73,+0.03,0.60,0.70,20,114,
17 Oct 2245.00 (SPXW1731J2245),196.90,0.0,301.00,310.10,0,18,17 Oct 2245.00 (SPXW1731V2245),0.75,-0.05,0.65,0.70,13,355,
17 Oct 2245.00 (SPXW1731J2245-E),196.90,0.0,301.00,310.10,0,18,17 Oct 2245.00 (SPXW1731V2245-E),0.75,-0.05,0.65,0.70,13,355,
17 Oct 2250.00 (SPXW1731J2250),290.35,0.0,295.60,304.70,0,152,17 Oct 2250.00 (SPXW1731V2250),0.75,+0.04,0.65,0.75,63,7333,
17 Oct 2250.00 (SPXW1731J2250-E),290.35,0.0,295.60,304.70,0,152,17 Oct 2250.00 (SPXW1731V2250-E),0.75,+0.04,0.65,0.75,63,7333,
17 Oct 2255.00 (SPXW1731J2255),216.50,0.0,290.70,299.80,0,2,17 Oct 2255.00 (SPXW1731V2255),1.00,0.0,0.70,0.75,0,82,
17 Oct 2255.00 (SPXW1731J2255-E),216.50,0.0,290.70,299.80,0,2,17 Oct 2255.00 (SPXW1731V2255-E),1.00,0.0,0.70,0.75,0,82,
17 Oct 2260.00 (SPXW1731J2260),210.90,0.0,286.10,295.00,0,2,17 Oct 2260.00 (SPXW1731V2260),0.75,-0.18,0.70,0.80,3,319,
17 Oct 2260.00 (SPXW1731J2260-E),210.90,0.0,286.10,295.00,0,2,17 Oct 2260.00 (SPXW1731V2260-E),0.75,-0.18,0.70,0.80,3,319,
17 Oct 2265.00 (SPXW1731J2265),280.65,0.0,281.10,289.80,0,16,17 Oct 2265.00 (SPXW1731V2265),1.04,0.0,0.70,0.80,0,104,
17 Oct 2265.00 (SPXW1731J2265-E),280.65,0.0,281.10,289.80,0,16,17 Oct 2265.00 (SPXW1731V2265-E),1.04,0.0,0.70,0.80,0,104,
17 Oct 2270.00 (SPXW1731J2270),201.98,0.0,275.80,284.90,0,16,17 Oct 2270.00 (SPXW1731V2270),1.03,0.0,0.75,0.85,0,187,
17 Oct 2270.00 (SPXW1731J2270-E),201.98,0.0,275.80,284.90,0,16,17 Oct 2270.00 (SPXW1731V2270-E),1.03,0.0,0.75,0.85,0,187,
17 Oct 2275.00 (SPXW1731J2275),196.80,0.0,270.80,279.90,0,58,17 Oct 2275.00 (SPXW1731V2275),0.88,+0.04,0.75,0.85,2,4732,
17 Oct 2275.00 (SPXW1731J2275-E),196.80,0.0,270.80,279.90,0,58,17 Oct 2275.00 (SPXW1731V2275-E),0.88,+0.04,0.75,0.85,2,4732,
17 Oct 2280.00 (SPXW1731J2280),232.33,0.0,266.20,275.10,0,113,17 Oct 2280.00 (SPXW1731V2280),1.13,0.0,0.80,0.85,0,316,
17 Oct 2280.00 (SPXW1731J2280-E),232.33,0.0,266.20,275.10,0,113,17 Oct 2280.00 (SPXW1731V2280-E),1.13,0.0,0.80,0.85,0,316,
17 Oct 2285.00 (SPXW1731J2285),191.20,0.0,261.20,270.20,0,11,17 Oct 2285.00 (SPXW1731V2285),0.90,-0.05,0.80,0.90,6,149,
17 Oct 2285.00 (SPXW1731J2285-E),191.20,0.0,261.20,270.20,0,11,17 Oct 2285.00 (SPXW1731V2285-E),0.90,-0.05,0.80,0.90,6,149,
17 Oct 2290.00 (SPXW1731J2290),188.60,0.0,255.90,265.00,0,42,17 Oct 2290.00 (SPXW1731V2290),1.00,0.0,0.85,0.95,0,768,
17 Oct 2290.00 (SPXW1731J2290-E),188.60,0.0,255.90,265.00,0,42,17 Oct 2290.00 (SPXW1731V2290-E),1.00,0.0,0.85,0.95,0,768,
17 Oct 2295.00 (SPXW1731J2295),182.10,0.0,251.00,260.10,0,58,17 Oct 2295.00 (SPXW1731V2295),0.95,0.0,0.85,0.95,0,140,
17 Oct 2295.00 (SPXW1731J2295-E),182.10,0.0,251.00,260.10,0,58,17 Oct 2295.00 (SPXW1731V2295-E),0.95,0.0,0.85,0.95,0,140,
17 Oct 2300.00 (SPXW1731J2300),209.29,0.0,245.90,255.00,0,163,17 Oct 2300.00 (SPXW1731V2300),1.03,+0.03,0.90,0.95,313,20793,
17 Oct 2300.00 (SPXW1731J2300-E),209.29,0.0,245.90,255.00,0,163,17 Oct 2300.00 (SPXW1731V2300-E),1.03,+0.03,0.90,0.95,313,20793,
17 Oct 2305.00 (SPXW1731J2305),173.00,0.0,241.00,250.00,0,15,17 Oct 2305.00 (SPXW1731V2305),1.39,0.0,0.90,1.00,0,214,
17 Oct 2305.00 (SPXW1731J2305-E),173.00,0.0,241.00,250.00,0,15,17 Oct 2305.00 (SPXW1731V2305-E),1.39,0.0,0.90,1.00,0,214,
17 Oct 2310.00 (SPXW1731J2310),168.00,0.0,236.40,245.30,0,11,17 Oct 2310.00 (SPXW1731V2310),1.15,+0.15,0.95,1.05,96,2229,
17 Oct 2310.00 (SPXW1731J2310-E),168.00,0.0,236.40,245.30,0,11,17 Oct 2310.00 (SPXW1731V2310-E),1.15,+0.15,0.95,1.05,96,2229,
17 Oct 2315.00 (SPXW1731J2315),163.40,0.0,231.40,240.10,0,18,17 Oct 2315.00 (SPXW1731V2315),1.00,-0.05,1.00,1.05,125,943,
17 Oct 2315.00 (SPXW1731J2315-E),163.40,0.0,231.40,240.10,0,18,17 Oct 2315.00 (SPXW1731V2315-E),1.00,-0.05,1.00,1.05,125,943,
17 Oct 2320.00 (SPXW1731J2320),159.40,0.0,226.20,235.30,0,15,17 Oct 2320.00 (SPXW1731V2320),1.20,+0.15,1.00,1.10,3,316,
17 Oct 2320.00 (SPXW1731J2320-E),159.40,0.0,226.20,235.30,0,15,17 Oct 2320.00 (SPXW1731V2320-E),1.20,+0.15,1.00,1.10,3,316,
17 Oct 2325.00 (SPXW1731J2325),227.60,0.0,221.50,230.60,0,132,17 Oct 2325.00 (SPXW1731V2325),1.15,+0.05,1.05,1.15,8,7343,
17 Oct 2325.00 (SPXW1731J2325-E),227.60,0.0,221.50,230.60,0,132,17 Oct 2325.00 (SPXW1731V2325-E),1.15,+0.05,1.05,1.15,8,7343,
17 Oct 2330.00 (SPXW1731J2330),222.65,0.0,216.20,225.30,0,17,17 Oct 2330.00 (SPXW1731V2330),1.25,+0.15,1.10,1.20,10,204,
17 Oct 2330.00 (SPXW1731J2330-E),222.65,0.0,216.20,225.30,0,17,17 Oct 2330.00 (SPXW1731V2330-E),1.25,+0.15,1.10,1.20,10,204,
17 Oct 2335.00 (SPXW1731J2335),146.30,0.0,211.20,220.30,0,26,17 Oct 2335.00 (SPXW1731V2335),1.25,-0.15,1.15,1.25,6,2166,
17 Oct 2335.00 (SPXW1731J2335-E),146.30,0.0,211.20,220.30,0,26,17 Oct 2335.00 (SPXW1731V2335-E),1.25,-0.15,1.15,1.25,6,2166,
17 Oct 2340.00 (SPXW1731J2340),135.90,0.0,206.30,215.40,0,19,17 Oct 2340.00 (SPXW1731V2340),1.25,-0.15,1.15,1.25,10,12773,
17 Oct 2340.00 (SPXW1731J2340-E),135.90,0.0,206.30,215.40,0,19,17 Oct 2340.00 (SPXW1731V2340-E),1.25,-0.15,1.15,1.25,10,12773,
17 Oct 2345.00 (SPXW1731J2345),152.53,0.0,201.30,210.30,0,90,17 Oct 2345.00 (SPXW1731V2345),1.30,-0.20,1.20,1.30,9,212,
17 Oct 2345.00 (SPXW1731J2345-E),152.53,0.0,201.30,210.30,0,90,17 Oct 2345.00 (SPXW1731V2345-E),1.30,-0.20,1.20,1.30,9,212,
17 Oct 2350.00 (SPXW1731J2350),159.00,0.0,196.40,205.50,0,184,17 Oct 2350.00 (SPXW1731V2350),1.50,0.0,1.25,1.35,11,11799,
17 Oct 2350.00 (SPXW1731J2350-E),159.00,0.0,196.40,205.50,0,184,17 Oct 2350.00 (SPXW1731V2350-E),1.50,0.0,1.25,1.35,11,11799,
17 Oct 2355.00 (SPXW1731J2355),147.80,0.0,191.40,200.40,0,13,17 Oct 2355.00 (SPXW1731V2355),1.70,0.0,1.30,1.40,0,409,
17 Oct 2355.00 (SPXW1731J2355-E),147.80,0.0,191.40,200.40,0,13,17 Oct 2355.00 (SPXW1731V2355-E),1.70,0.0,1.30,1.40,0,409,
17 Oct 2360.00 (SPXW1731J2360),143.00,0.0,186.60,195.70,0,12,17 Oct 2360.00 (SPXW1731V2360),1.35,0.0,1.35,1.45,0,1196,
17 Oct 2360.00 (SPXW1731J2360-E),143.00,0.0,186.60,195.70,0,12,17 Oct 2360.00 (SPXW1731V2360-E),1.35,0.0,1.35,1.45,0,1196,
17 Oct 2365.00 (SPXW1731J2365),117.40,0.0,181.60,190.70,0,5,17 Oct 2365.00 (SPXW1731V2365),1.55,0.0,1.40,1.50,0,1058,
17 Oct 2365.00 (SPXW1731J2365-E),117.40,0.0,181.60,190.70,0,5,17 Oct 2365.00 (SPXW1731V2365-E),1.55,0.0,1.40,1.50,0,1058,
17 Oct 2370.00 (SPXW1731J2370),110.60,0.0,176.70,185.80,0,40,17 Oct 2370.00 (SPXW1731V2370),1.70,+0.21,1.45,1.55,185,5225,
17 Oct 2370.00 (SPXW1731J2370-E),110.60,0.0,176.70,185.80,0,40,17 Oct 2370.00 (SPXW1731V2370-E),1.70,+0.21,1.45,1.55,185,5225,
17 Oct 2375.00 (SPXW1731J2375),122.65,0.0,172.00,180.90,0,634,17 Oct 2375.00 (SPXW1731V2375),1.65,+0.05,1.55,1.65,43,17047,
17 Oct 2375.00 (SPXW1731J2375-E),122.65,0.0,172.00,180.90,0,634,17 Oct 2375.00 (SPXW1731V2375-E),1.65,+0.05,1.55,1.65,43,17047,
17 Oct 2380.00 (SPXW1731J2380),116.93,0.0,166.80,175.90,0,71,17 Oct 2380.00 (SPXW1731V2380),1.70,-0.04,1.60,1.70,7,2466,
17 Oct 2380.00 (SPXW1731J2380-E),116.93,0.0,166.80,175.90,0,71,17 Oct 2380.00 (SPXW1731V2380-E),1.70,-0.04,1.60,1.70,7,2466,
17 Oct 2385.00 (SPXW1731J2385),116.10,0.0,161.80,170.80,0,29,17 Oct 2385.00 (SPXW1731V2385),2.05,0.0,1.65,1.75,0,974,
17 Oct 2385.00 (SPXW1731J2385-E),116.10,0.0,161.80,170.80,0,29,17 Oct 2385.00 (SPXW1731V2385-E),2.05,0.0,1.65,1.75,0,974,
17 Oct 2390.00 (SPXW1731J2390),145.05,0.0,157.00,166.10,0,23,17 Oct 2390.00 (SPXW1731V2390),1.95,+0.04,1.75,1.85,53,3376,
17 Oct 2390.00 (SPXW1731J2390-E),145.05,0.0,157.00,166.10,0,23,17 Oct 2390.00 (SPXW1731V2390-E),1.95,+0.04,1.75,1.85,53,3376,
17 Oct 2395.00 (SPXW1731J2395),111.30,0.0,152.10,160.90,0,23,17 Oct 2395.00 (SPXW1731V2395),1.95,-0.25,1.80,1.95,147,601,
17 Oct 2395.00 (SPXW1731J2395-E),111.30,0.0,152.10,160.90,0,23,17 Oct 2395.00 (SPXW1731V2395-E),1.95,-0.25,1.80,1.95,147,601,
17 Oct 2400.00 (SPXW1731J2400),153.00,0.0,147.20,156.30,0,4440,17 Oct 2400.00 (SPXW1731V2400),2.00,-0.30,1.90,2.00,51,23263,
17 Oct 2400.00 (SPXW1731J2400-E),153.00,0.0,147.20,156.30,0,4440,17 Oct 2400.00 (SPXW1731V2400-E),2.00,-0.30,1.90,2.00,51,23263,
17 Oct 2405.00 (SPXW1731J2405),104.00,0.0,142.30,151.10,0,39,17 Oct 2405.00 (SPXW1731V2405),2.15,-0.11,2.00,2.10,9,312,
17 Oct 2405.00 (SPXW1731J2405-E),104.00,0.0,142.30,151.10,0,39,17 Oct 2405.00 (SPXW1731V2405-E),2.15,-0.11,2.00,2.10,9,312,
17 Oct 2410.00 (SPXW1731J2410),94.90,0.0,137.40,146.20,0,114,17 Oct 2410.00 (SPXW1731V2410),2.31,-0.04,2.10,2.20,65,1526,
17 Oct 2410.00 (SPXW1731J2410-E),94.90,0.0,137.40,146.20,0,114,17 Oct 2410.00 (SPXW1731V2410-E),2.31,-0.04,2.10,2.20,65,1526,
17 Oct 2415.00 (SPXW1731J2415),94.70,0.0,132.50,141.40,0,62,17 Oct 2415.00 (SPXW1731V2415),2.40,+0.08,2.20,2.30,4,481,
17 Oct 2415.00 (SPXW1731J2415-E),94.70,0.0,132.50,141.40,0,62,17 Oct 2415.00 (SPXW1731V2415-E),2.40,+0.08,2.20,2.30,4,481,
17 Oct 2420.00 (SPXW1731J2420),125.50,0.0,127.20,136.30,0,78,17 Oct 2420.00 (SPXW1731V2420),2.25,-0.06,2.30,2.45,4,678,
17 Oct 2420.00 (SPXW1731J2420-E),125.50,0.0,127.20,136.30,0,78,17 Oct 2420.00 (SPXW1731V2420-E),2.25,-0.06,2.30,2.45,4,678,
17 Oct 2425.00 (SPXW1731J2425),127.00,+36.20,122.30,131.40,1,1924,17 Oct 2425.00 (SPXW1731V2425),2.55,-0.35,2.45,2.55,159,17033,
17 Oct 2425.00 (SPXW1731J2425-E),127.00,+36.20,122.30,131.40,1,1924,17 Oct 2425.00 (SPXW1731V2425-E),2.55,-0.35,2.45,2.55,159,17033,
17 Oct 2430.00 (SPXW1731J2430),90.78,0.0,117.90,127.00,0,76,17 Oct 2430.00 (SPXW1731V2430),2.75,0.0,2.60,2.70,10,963,
17 Oct 2430.00 (SPXW1731J2430-E),90.78,0.0,117.90,127.00,0,76,17 Oct 2430.00 (SPXW1731V2430-E),2.75,0.0,2.60,2.70,10,963,
17 Oct 2435.00 (SPXW1731J2435),81.41,0.0,113.00,121.10,0,91,17 Oct 2435.00 (SPXW1731V2435),2.90,-0.20,2.70,2.85,47,838,
17 Oct 2435.00 (SPXW1731J2435-E),81.41,0.0,113.00,121.10,0,91,17 Oct 2435.00 (SPXW1731V2435-E),2.90,-0.20,2.70,2.85,47,838,
17 Oct 2440.00 (SPXW1731J2440),106.15,0.0,111.30,112.70,0,37,17 Oct 2440.00 (SPXW1731V2440),2.98,-0.42,2.85,3.00,1,12327,
17 Oct 2440.00 (SPXW1731J2440-E),106.15,0.0,111.30,112.70,0,37,17 Oct 2440.00 (SPXW1731V2440-E),2.98,-0.42,2.85,3.00,1,12327,
17 Oct 2445.00 (SPXW1731J2445),91.41,0.0,106.50,107.80,0,106,17 Oct 2445.00 (SPXW1731V2445),3.13,+0.03,3.00,3.20,17,8988,
17 Oct 2445.00 (SPXW1731J2445-E),91.41,0.0,106.50,107.80,0,106,17 Oct 2445.00 (SPXW1731V2445-E),3.13,+0.03,3.00,3.20,17,8988,
17 Oct 2450.00 (SPXW1731J2450),101.95,-3.19,101.80,103.10,3,4357,17 Oct 2450.00 (SPXW1731V2450),3.45,-0.35,3.20,3.40,107,17167,
17 Oct 2450.00 (SPXW1731J2450-E),101.95,-3.19,101.80,103.10,3,4357,17 Oct 2450.00 (SPXW1731V2450-E),3.45,-0.35,3.20,3.40,107,17167,
17 Oct 2455.00 (SPXW1731J2455),77.60,0.0,97.00,98.30,0,70,17 Oct 2455.00 (SPXW1731V2455),3.40,-0.20,3.40,3.50,14,287,
17 Oct 2455.00 (SPXW1731J2455-E),77.60,0.0,97.00,98.30,0,70,17 Oct 2455.00 (SPXW1731V2455-E),3.40,-0.20,3.40,3.50,14,287,
17 Oct 2460.00 (SPXW1731J2460),87.80,0.0,92.20,93.40,0,111,17 Oct 2460.00 (SPXW1731V2460),3.89,-0.41,3.60,3.70,55,3684,
17 Oct 2460.00 (SPXW1731J2460-E),87.80,0.0,92.20,93.40,0,111,17 Oct 2460.00 (SPXW1731V2460-E),3.89,-0.41,3.60,3.70,55,3684,
17 Oct 2465.00 (SPXW1731J2465),88.87,0.0,87.40,88.70,0,707,17 Oct 2465.00 (SPXW1731V2465),3.85,-0.35,3.80,4.00,51,1234,
17 Oct 2465.00 (SPXW1731J2465-E),88.87,0.0,87.40,88.70,0,707,17 Oct 2465.00 (SPXW1731V2465-E),3.85,-0.35,3.80,4.00,51,1234,
17 Oct 2470.00 (SPXW1731J2470),87.05,0.0,82.60,83.80,0,218,17 Oct 2470.00 (SPXW1731V2470),4.21,-0.46,4.00,4.20,1580,4812,
17 Oct 2470.00 (SPXW1731J2470-E),87.05,0.0,82.60,83.80,0,218,17 Oct 2470.00 (SPXW1731V2470-E),4.21,-0.46,4.00,4.20,1580,4812,
17 Oct 2475.00 (SPXW1731J2475),77.80,0.0,78.00,79.10,0,3857,17 Oct 2475.00 (SPXW1731V2475),5.05,-0.15,4.30,4.50,132,11891,
17 Oct 2475.00 (SPXW1731J2475-E),77.80,0.0,78.00,79.10,0,3857,17 Oct 2475.00 (SPXW1731V2475-E),5.05,-0.15,4.30,4.50,132,11891,
17 Oct 2480.00 (SPXW1731J2480),74.96,+5.26,73.30,74.40,6,198,17 Oct 2480.00 (SPXW1731V2480),4.65,-0.85,4.60,4.80,29,2461,
17 Oct 2480.00 (SPXW1731J2480-E),74.96,+5.26,73.30,74.40,6,198,17 Oct 2480.00 (SPXW1731V2480-E),4.65,-0.85,4.60,4.80,29,2461,
17 Oct 2485.00 (SPXW1731J2485),70.20,+1.80,68.90,69.30,17,401,17 Oct 2485.00 (SPXW1731V2485),4.95,-0.85,4.90,5.10,29,323,
17 Oct 2485.00 (SPXW1731J2485-E),70.20,+1.80,68.90,69.30,17,401,17 Oct 2485.00 (SPXW1731V2485-E),4.95,-0.85,4.90,5.10,29,323,
17 Oct 2490.00 (SPXW1731J2490),64.70,+4.80,64.20,64.70,13,347,17 Oct 2490.00 (SPXW1731V2490),5.50,-0.70,5.30,5.50,1679,2746,
17 Oct 2490.00 (SPXW1731J2490-E),64.70,+4.80,64.20,64.70,13,347,17 Oct 2490.00 (SPXW1731V2490-E),5.50,-0.70,5.30,5.50,1679,2746,
17 Oct 2495.00 (SPXW1731J2495),60.95,+5.47,59.70,60.10,32,365,17 Oct 2495.00 (SPXW1731V2495),5.70,-0.70,5.60,5.80,14,787,
17 Oct 2495.00 (SPXW1731J2495-E),60.95,+5.47,59.70,60.10,32,365,17 Oct 2495.00 (SPXW1731V2495-E),5.70,-0.70,5.60,5.80,14,787,
17 Oct 2500.00 (SPXW1731J2500),55.80,+0.93,55.20,55.60,25,7994,17 Oct 2500.00 (SPXW1731V2500),6.30,-0.69,6.10,6.30,2200,6574,
17 Oct 2500.00 (SPXW1731J2500-E),55.80,+0.93,55.20,55.60,25,7994,17 Oct 2500.00 (SPXW1731V2500-E),6.30,-0.69,6.10,6.30,2200,6574,
17 Oct 2505.00 (SPXW1731J2505),51.30,+4.72,50.70,51.10,5,417,17 Oct 2505.00 (SPXW1731V2505),6.80,+0.25,6.60,6.80,195,1234,
17 Oct 2505.00 (SPXW1731J2505-E),51.30,+4.72,50.70,51.10,5,417,17 Oct 2505.00 (SPXW1731V2505-E),6.80,+0.25,6.60,6.80,195,1234,
17 Oct 2510.00 (SPXW1731J2510),47.61,-1.09,46.20,46.60,5,11328,17 Oct 2510.00 (SPXW1731V2510),7.43,-1.07,7.10,7.30,70,5047,
17 Oct 2510.00 (SPXW1731J2510-E),47.61,-1.09,46.20,46.60,5,11328,17 Oct 2510.00 (SPXW1731V2510-E),7.43,-1.07,7.10,7.30,70,5047,
17 Oct 2515.00 (SPXW1731J2515),41.20,-0.60,41.90,42.30,7,437,17 Oct 2515.00 (SPXW1731V2515),8.20,+0.40,7.70,8.00,53,278,
17 Oct 2515.00 (SPXW1731J2515-E),41.20,-0.60,41.90,42.30,7,437,17 Oct 2515.00 (SPXW1731V2515-E),8.20,+0.40,7.70,8.00,53,278,
17 Oct 2520.00 (SPXW1731J2520),38.60,+1.45,37.50,37.90,7,1639,17 Oct 2520.00 (SPXW1731V2520),8.70,-1.60,8.50,8.70,59,825,
17 Oct 2520.00 (SPXW1731J2520-E),38.60,+1.45,37.50,37.90,7,1639,17 Oct 2520.00 (SPXW1731V2520-E),8.70,-1.60,8.50,8.70,59,825,
17 Oct 2525.00 (SPXW1731J2525),34.50,+4.60,33.40,33.80,18,5714,17 Oct 2525.00 (SPXW1731V2525),9.40,-1.30,9.30,9.60,59,2578,
17 Oct 2525.00 (SPXW1731J2525-E),34.50,+4.60,33.40,33.80,18,5714,17 Oct 2525.00 (SPXW1731V2525-E),9.40,-1.30,9.30,9.60,59,2578,
17 Oct 2530.00 (SPXW1731J2530),30.70,+5.00,29.40,29.80,16,822,17 Oct 2530.00 (SPXW1731V2530),10.90,-1.70,10.30,10.60,34,343,
17 Oct 2530.00 (SPXW1731J2530-E),30.70,+5.00,29.40,29.80,16,822,17 Oct 2530.00 (SPXW1731V2530-E),10.90,-1.70,10.30,10.60,34,343,
17 Oct 2535.00 (SPXW1731J2535),26.60,+4.25,25.60,26.00,8,1394,17 Oct 2535.00 (SPXW1731V2535),11.85,-1.35,11.50,11.80,16,1743,
17 Oct 2535.00 (SPXW1731J2535-E),26.60,+4.25,25.60,26.00,8,1394,17 Oct 2535.00 (SPXW1731V2535-E),11.85,-1.35,11.50,11.80,16,1743,
17 Oct 2540.00 (SPXW1731J2540),23.15,+3.70,22.00,22.30,55,1024,17 Oct 2540.00 (SPXW1731V2540),12.70,-1.90,12.80,13.10,61,273,
17 Oct 2540.00 (SPXW1731J2540-E),23.15,+3.70,22.00,22.30,55,1024,17 Oct 2540.00 (SPXW1731V2540-E),12.70,-1.90,12.80,13.10,61,273,
17 Oct 2545.00 (SPXW1731J2545),19.50,+3.85,18.60,18.90,1128,10296,17 Oct 2545.00 (SPXW1731V2545),14.20,-3.40,14.40,14.70,265,757,
17 Oct 2545.00 (SPXW1731J2545-E),19.50,+3.85,18.60,18.90,1128,10296,17 Oct 2545.00 (SPXW1731V2545-E),14.20,-3.40,14.40,14.70,265,757,
17 Oct 2550.00 (SPXW1731J2550),16.60,+2.95,15.40,15.70,461,7360,17 Oct 2550.00 (SPXW1731V2550),17.55,-2.65,16.30,16.60,375,1574,
17 Oct 2550.00 (SPXW1731J2550-E),16.60,+2.95,15.40,15.70,461,7360,17 Oct 2550.00 (SPXW1731V2550-E),17.55,-2.65,16.30,16.60,375,1574,
17 Oct 2555.00 (SPXW1731J2555),13.40,+1.10,12.70,12.90,200,1443,17 Oct 2555.00 (SPXW1731V2555),19.25,+0.50,18.50,18.80,78,95,
17 Oct 2555.00 (SPXW1731J2555-E),13.40,+1.10,12.70,12.90,200,1443,17 Oct 2555.00 (SPXW1731V2555-E),19.25,+0.50,18.50,18.80,78,95,
17 Oct 2560.00 (SPXW1731J2560),10.40,+1.80,10.20,10.50,624,1551,17 Oct 2560.00 (SPXW1731V2560),20.80,-3.30,20.90,21.30,167,49,
17 Oct 2560.00 (SPXW1731J2560-E),10.40,+1.80,10.20,10.50,624,1551,17 Oct 2560.00 (SPXW1731V2560-E),20.80,-3.30,20.90,21.30,167,49,
17 Oct 2565.00 (SPXW1731J2565),8.60,+1.65,8.10,8.40,187,751,17 Oct 2565.00 (SPXW1731V2565),23.60,-3.90,23.90,24.30,313,6,
17 Oct 2565.00 (SPXW1731J2565-E),8.60,+1.65,8.10,8.40,187,751,17 Oct 2565.00 (SPXW1731V2565-E),23.60,-3.90,23.90,24.30,313,6,
17 Oct 2570.00 (SPXW1731J2570),6.73,+0.53,6.30,6.60,91,944,17 Oct 2570.00 (SPXW1731V2570),26.70,-4.60,27.10,27.50,2,89,
17 Oct 2570.00 (SPXW1731J2570-E),6.73,+0.53,6.30,6.60,91,944,17 Oct 2570.00 (SPXW1731V2570-E),26.70,-4.60,27.10,27.50,2,89,
17 Oct 2575.00 (SPXW1731J2575),5.20,+0.80,4.90,5.10,101,3448,17 Oct 2575.00 (SPXW1731V2575),30.00,-1.67,30.50,30.90,6,155,
17 Oct 2575.00 (SPXW1731J2575-E),5.20,+0.80,4.90,5.10,101,3448,17 Oct 2575.00 (SPXW1731V2575-E),30.00,-1.67,30.50,30.90,6,155,
17 Oct 2580.00 (SPXW1731J2580),4.00,+0.90,3.70,3.90,148,1963,17 Oct 2580.00 (SPXW1731V2580),34.40,-2.80,34.40,34.90,7,7,
17 Oct 2580.00 (SPXW1731J2580-E),4.00,+0.90,3.70,3.90,148,1963,17 Oct 2580.00 (SPXW1731V2580-E),34.40,-2.80,34.40,34.90,7,7,
17 Oct 2585.00 (SPXW1731J2585),3.04,+0.14,2.85,3.00,123,611,17 Oct 2585.00 (SPXW1731V2585),37.30,-5.55,38.50,39.00,9,31,
17 Oct 2585.00 (SPXW1731J2585-E),3.04,+0.14,2.85,3.00,123,611,17 Oct 2585.00 (SPXW1731V2585-E),37.30,-5.55,38.50,39.00,9,31,
17 Oct 2590.00 (SPXW1731J2590),2.47,+0.62,2.20,2.35,6,663,17 Oct 2590.00 (SPXW1731V2590),37.40,-3.30,42.30,43.60,1,2,
17 Oct 2590.00 (SPXW1731J2590-E),2.47,+0.62,2.20,2.35,6,663,17 Oct 2590.00 (SPXW1731V2590-E),37.40,-3.30,42.30,43.60,1,2,
17 Oct 2595.00 (SPXW1731J2595),1.85,+0.05,1.70,1.80,35,497,17 Oct 2595.00 (SPXW1731V2595),0.0,0.0,43.60,50.90,0,0,
17 Oct 2595.00 (SPXW1731J2595-E),1.85,+0.05,1.70,1.80,35,497,17 Oct 2595.00 (SPXW1731V2595-E),0.0,0.0,43.60,50.90,0,0,
17 Oct 2600.00 (SPXW1731J2600),1.53,+0.09,1.30,1.40,29,3339,17 Oct 2600.00 (SPXW1731V2600),50.40,-3.45,47.70,55.70,1,19,
17 Oct 2600.00 (SPXW1731J2600-E),1.53,+0.09,1.30,1.40,29,3339,17 Oct 2600.00 (SPXW1731V2600-E),50.40,-3.45,47.70,55.70,1,19,
17 Oct 2605.00 (SPXW1731J2605),1.13,0.0,1.00,1.10,0,189,17 Oct 2605.00 (SPXW1731V2605),56.75,0.0,52.70,60.40,0,0,
17 Oct 2605.00 (SPXW1731J2605-E),1.13,0.0,1.00,1.10,0,189,17 Oct 2605.00 (SPXW1731V2605-E),56.75,0.0,52.70,60.40,0,0,
17 Oct 2610.00 (SPXW1731J2610),0.98,-0.02,0.80,0.90,1,352,17 Oct 2610.00 (SPXW1731V2610),62.36,0.0,57.40,65.10,0,1,
17 Oct 2610.00 (SPXW1731J2610-E),0.98,-0.02,0.80,0.90,1,352,17 Oct 2610.00 (SPXW1731V2610-E),62.36,0.0,57.40,65.10,0,1,
17 Oct 2615.00 (SPXW1731J2615),0.85,+0.20,0.65,0.70,21,181,17 Oct 2615.00 (SPXW1731V2615),98.43,0.0,62.40,69.90,0,4,
17 Oct 2615.00 (SPXW1731J2615-E),0.85,+0.20,0.65,0.70,21,181,17 Oct 2615.00 (SPXW1731V2615-E),98.43,0.0,62.40,69.90,0,4,
17 Oct 2620.00 (SPXW1731J2620),0.53,-0.34,0.50,0.55,32,193,17 Oct 2620.00 (SPXW1731V2620),0.0,0.0,66.80,74.80,0,0,
17 Oct 2620.00 (SPXW1731J2620-E),0.53,-0.34,0.50,0.55,32,193,17 Oct 2620.00 (SPXW1731V2620-E),0.0,0.0,66.80,74.80,0,0,
17 Oct 2625.00 (SPXW1731J2625),0.50,-0.03,0.40,0.45,9,636,17 Oct 2625.00 (SPXW1731V2625),81.03,0.0,71.90,79.70,0,1,
17 Oct 2625.00 (SPXW1731J2625-E),0.50,-0.03,0.40,0.45,9,636,17 Oct 2625.00 (SPXW1731V2625-E),81.03,0.0,71.90,79.70,0,1,
