SPX (S&P 500 INDEX),2781.01,-25.82,
Nov 10 2018 @ 17:30 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Dec 31 3075.00 (SPXW1831L3075),0.65,-0.10,0.45,0.60,2,11074,2018 Dec 31 3075.00 (SPXW1831X3075),313.20,0.0,290.30,295.60,0,172,
2018 Dec 31 3075.00 (SPXW1831L3075-E),0.65,-0.10,0.45,0.60,2,11074,2018 Dec 31 3075.00 (SPXW1831X3075-E),313.20,0.0,290.30,295.60, ,172,
2018 Dec 31 3080.00 (SPXW1831L3080),1.05,0.0,0.40,0.60,0,228,2018 Dec 31 3080.00 (SPXW1831X3080),0.0,0.0,295.30,300.60,0,0,
2018 Dec 31 3080.00 (SPXW1831L3080-E),1.05,0.0,0.40,0.60, ,228,2018 Dec 31 3080.00 (SPXW1831X3080-E),0.0,0.0,295.30,300.60, ,0,
2018 Dec 31 3085.00 (SPXW1831L3085),0.64,0.0,0.35,0.55,0,135,2018 Dec 31 3085.00 (SPXW1831X3085),0.0,0.0,300.20,305.50,0,0,
2018 Dec 31 3085.00 (SPXW1831L3085-E),0.64,0.0,0.35,0.55, ,135,2018 Dec 31 3085.00 (SPXW1831X3085-E),0.0,0.0,300.20,305.50, ,0,
2018 Dec 31 3090.00 (SPXW1831L3090),1.45,0.0,0.35,0.50,0,26,2018 Dec 31 3090.00 (SPXW1831X3090),0.0,0.0,305.20,310.40,0,0,
2018 Dec 31 3090.00 (SPXW1831L3090-E),1.45,0.0,0.35,0.50, ,26,2018 Dec 31 3090.00 (SPXW1831X3090-E),0.0,0.0,305.20,310.40, ,0,
2018 Dec 31 3095.00 (SPXW1831L3095),1.05,0.0,0.30,0.50,0,6642,2018 Dec 31 3095.00 (SPXW1831X3095),0.0,0.0,310.10,315.40,0,0,
2018 Dec 31 3095.00 (SPXW1831L3095-E),1.05,0.0,0.30,0.50, ,6642,2018 Dec 31 3095.00 (SPXW1831X3095-E),0.0,0.0,310.10,315.40, ,0,
2018 Dec 31 3100.00 (SPXW1831L3100),0.60,-0.10,0.35,0.45,5,17610,2018 Dec 31 3100.00 (SPXW1831X3100),377.10,0.0,315.10,320.30,0,147,
2018 Dec 31 3100.00 (SPXW1831L3100-E),0.60,-0.10,0.35,0.45,5,17610,2018 Dec 31 3100.00 (SPXW1831X3100-E),377.10,0.0,315.10,320.30, ,147,
2018 Dec 31 3105.00 (SPXW1831L3105),0.89,0.0,0.25,0.45,0,76,2018 Dec 31 3105.00 (SPXW1831X3105),382.10,0.0,315.50,327.60,0,6,
2018 Dec 31 3105.00 (SPXW1831L3105-E),0.89,0.0,0.25,0.45, ,76,2018 Dec 31 3105.00 (SPXW1831X3105-E),382.10,0.0,315.50,327.60, ,6,
2018 Dec 31 3110.00 (SPXW1831L3110),0.50,0.0,0.25,0.45,0,4072,2018 Dec 31 3110.00 (SPXW1831X3110),0.0,0.0,319.80,337.00,0,0,
2018 Dec 31 3110.00 (SPXW1831L3110-E),0.50,0.0,0.25,0.45, ,4072,2018 Dec 31 3110.00 (SPXW1831X3110-E),0.0,0.0,319.80,337.00, ,0,
2018 Dec 31 3120.00 (SPXW1831L3120),2.20,0.0,0.20,0.40,0,22,2018 Dec 31 3120.00 (SPXW1831X3120),0.0,0.0,330.40,347.90,0,0,
2018 Dec 31 3120.00 (SPXW1831L3120-E),2.20,0.0,0.20,0.40, ,22,2018 Dec 31 3120.00 (SPXW1831X3120-E),0.0,0.0,330.40,347.90, ,0,
2018 Dec 31 3125.00 (SPXW1831L3125),0.50,0.0,0.20,0.35,0,6441,2018 Dec 31 3125.00 (SPXW1831X3125),0.0,0.0,335.00,352.70,0,0,
2018 Dec 31 3125.00 (SPXW1831L3125-E),0.50,0.0,0.20,0.35, ,6441,2018 Dec 31 3125.00 (SPXW1831X3125-E),0.0,0.0,335.00,352.70, ,0,
2018 Dec 31 3130.00 (SPXW1831L3130),1.10,0.0,0.20,0.35,0,32,2018 Dec 31 3130.00 (SPXW1831X3130),0.0,0.0,340.20,357.10,0,0,
2018 Dec 31 3130.00 (SPXW1831L3130-E),1.10,0.0,0.20,0.35, ,32,2018 Dec 31 3130.00 (SPXW1831X3130-E),0.0,0.0,340.20,357.10, ,0,
2018 Dec 31 3140.00 (SPXW1831L3140),0.50,0.0,0.15,0.35,0,8,2018 Dec 31 3140.00 (SPXW1831X3140),0.0,0.0,350.20,366.60,0,0,
2018 Dec 31 3140.00 (SPXW1831L3140-E),0.50,0.0,0.15,0.35, ,8,2018 Dec 31 3140.00 (SPXW1831X3140-E),0.0,0.0,350.20,366.60, ,0,
2018 Dec 31 3150.00 (SPXW1831L3150),0.25,0.0,0.15,0.30,0,7012,2018 Dec 31 3150.00 (SPXW1831X3150),360.17,-19.03,359.30,377.40,1,54,
2018 Dec 31 3150.00 (SPXW1831L3150-E),0.25,0.0,0.15,0.30, ,7012,2018 Dec 31 3150.00 (SPXW1831X3150-E),360.17,-19.03,359.30,377.40,1,54,
2018 Dec 31 3160.00 (SPXW1831L3160),0.0,0.0,0.15,0.30,0,0,2018 Dec 31 3160.00 (SPXW1831X3160),370.07,-53.75,370.10,386.90,1,1,
2018 Dec 31 3160.00 (SPXW1831L3160-E),0.0,0.0,0.15,0.30, ,0,2018 Dec 31 3160.00 (SPXW1831X3160-E),370.07,-53.75,370.10,386.90,1,1,
2018 Dec 31 3175.00 (SPXW1831L3175),0.25,0.0,0.10,0.25,0,2078,2018 Dec 31 3175.00 (SPXW1831X3175),438.52,0.0,385.00,402.70,0,1,
2018 Dec 31 3175.00 (SPXW1831L3175-E),0.25,0.0,0.10,0.25, ,2078,2018 Dec 31 3175.00 (SPXW1831X3175-E),438.52,0.0,385.00,402.70, ,1,
2018 Dec 31 3200.00 (SPXW1831L3200),0.25,0.0,0.05,0.25,0,2296,2018 Dec 31 3200.00 (SPXW1831X3200),407.48,0.0,409.70,427.50,0,120,
2018 Dec 31 3200.00 (SPXW1831L3200-E),0.25,0.0,0.05,0.25, ,2296,2018 Dec 31 3200.00 (SPXW1831X3200-E),407.48,0.0,409.70,427.50, ,120,
2018 Dec 31 3250.00 (SPXW1831L3250),0.17,0.0,0.0,0.20,0,1750,2018 Dec 31 3250.00 (SPXW1831X3250),445.80,0.0,459.30,476.90,0,300,
2018 Dec 31 3250.00 (SPXW1831L3250-E),0.17,0.0,0.0,0.20, ,1750,2018 Dec 31 3250.00 (SPXW1831X3250-E),445.80,0.0,459.30,476.90, ,300,
2018 Dec 31 3300.00 (SPXW1831L3300),0.05,0.0,0.0,0.15,0,3912,2018 Dec 31 3300.00 (SPXW1831X3300),572.47,0.0,508.60,526.60,0,456,
2018 Dec 31 3300.00 (SPXW1831L3300-E),0.05,0.0,0.0,0.15, ,3912,2018 Dec 31 3300.00 (SPXW1831X3300-E),572.47,0.0,508.60,526.60, ,456,
2018 Dec 31 3350.00 (SPXW1831L3350),0.10,0.0,0.0,0.15,0,11,2018 Dec 31 3350.00 (SPXW1831X3350),0.0,0.0,558.70,576.70,0,0,
2018 Dec 31 3350.00 (SPXW1831L3350-E),0.10,0.0,0.0,0.15, ,11,2018 Dec 31 3350.00 (SPXW1831X3350-E),0.0,0.0,558.70,576.70, ,0,
2018 Dec 31 3400.00 (SPXW1831L3400),0.05,0.0,0.0,0.10,0,58,2018 Dec 31 3400.00 (SPXW1831X3400),587.10,0.0,608.70,626.20,0,3,
2018 Dec 31 3400.00 (SPXW1831L3400-E),0.05,0.0,0.0,0.10, ,58,2018 Dec 31 3400.00 (SPXW1831X3400-E),587.10,0.0,608.70,626.20, ,3,
2018 Dec 31 3500.00 (SPXW1831L3500),0.10,0.0,0.0,0.10,0,752,2018 Dec 31 3500.00 (SPXW1831X3500),0.0,0.0,708.60,726.20,0,0,
2018 Dec 31 3500.00 (SPXW1831L3500-E),0.10,0.0,0.0,0.10, ,752,2018 Dec 31 3500.00 (SPXW1831X3500-E),0.0,0.0,708.60,726.20, ,0,
2019 Jan 04 1100.00 (SPXW1904A1100),0.0,0.0,1664.60,1682.70,0,0,2019 Jan 04 1100.00 (SPXW1904M1100),0.0,0.0,0.0,0.20,0,0,
2019 Jan 04 1100.00 (SPXW1904A1100-E),0.0,0.0,1664.60,1682.70, ,0,2019 Jan 04 1100.00 (SPXW1904M1100-E),0.0,0.0,0.0,0.20, ,0,
2019 Jan 04 1200.00 (SPXW1904A1200),0.0,0.0,1566.40,1582.90,0,0,2019 Jan 04 1200.00 (SPXW1904M1200),0.0,0.0,0.0,0.25,0,0,
2019 Jan 04 1200.00 (SPXW1904A1200-E),0.0,0.0,1566.40,1582.90, ,0,2019 Jan 04 1200.00 (SPXW1904M1200-E),0.0,0.0,0.0,0.25, ,0,
2019 Jan 04 1300.00 (SPXW1904A1300),0.0,0.0,1465.60,1483.40,0,0,2019 Jan 04 1300.00 (SPXW1904M1300),0.0,0.0,0.05,0.30,0,0,
2019 Jan 04 1300.00 (SPXW1904A1300-E),0.0,0.0,1465.60,1483.40, ,0,2019 Jan 04 1300.00 (SPXW1904M1300-E),0.0,0.0,0.05,0.30, ,0,
2019 Jan 04 1400.00 (SPXW1904A1400),0.0,0.0,1366.10,1383.90,0,0,2019 Jan 04 1400.00 (SPXW1904M1400),0.0,0.0,0.15,0.30,0,0,
2019 Jan 04 1400.00 (SPXW1904A1400-E),0.0,0.0,1366.10,1383.90, ,0,2019 Jan 04 1400.00 (SPXW1904M1400-E),0.0,0.0,0.15,0.30, ,0,
2019 Jan 04 1500.00 (SPXW1904A1500),0.0,0.0,1266.70,1284.50,0,0,2019 Jan 04 1500.00 (SPXW1904M1500),0.30,0.0,0.20,0.40,0,12,
2019 Jan 04 1500.00 (SPXW1904A1500-E),0.0,0.0,1266.70,1284.50, ,0,2019 Jan 04 1500.00 (SPXW1904M1500-E),0.30,0.0,0.20,0.40, ,12,
2019 Jan 04 1600.00 (SPXW1904A1600),0.0,0.0,1167.10,1185.30,0,0,2019 Jan 04 1600.00 (SPXW1904M1600),0.0,0.0,0.30,0.55,0,0,
2019 Jan 04 1600.00 (SPXW1904A1600-E),0.0,0.0,1167.10,1185.30, ,0,2019 Jan 04 1600.00 (SPXW1904M1600-E),0.0,0.0,0.30,0.55, ,0,
2019 Jan 04 1650.00 (SPXW1904A1650),0.0,0.0,1117.50,1135.30,0,0,2019 Jan 04 1650.00 (SPXW1904M1650),0.0,0.0,0.35,0.60,0,0,
2019 Jan 04 1650.00 (SPXW1904A1650-E),0.0,0.0,1117.50,1135.30, ,0,2019 Jan 04 1650.00 (SPXW1904M1650-E),0.0,0.0,0.35,0.60, ,0,
2019 Jan 04 1700.00 (SPXW1904A1700),0.0,0.0,1067.70,1085.50,0,0,2019 Jan 04 1700.00 (SPXW1904M1700),1.00,0.0,0.40,0.65,0,2,
2019 Jan 04 1700.00 (SPXW1904A1700-E),0.0,0.0,1067.70,1085.50, ,0,2019 Jan 04 1700.00 (SPXW1904M1700-E),1.00,0.0,0.40,0.65, ,2,
2019 Jan 04 1750.00 (SPXW1904A1750),0.0,0.0,1018.70,1036.20,0,0,2019 Jan 04 1750.00 (SPXW1904M1750),1.10,0.0,0.45,0.70,0,80,
2019 Jan 04 1750.00 (SPXW1904A1750-E),0.0,0.0,1018.70,1036.20, ,0,2019 Jan 04 1750.00 (SPXW1904M1750-E),1.10,0.0,0.45,0.70, ,80,
2019 Jan 04 1800.00 (SPXW1904A1800),0.0,0.0,968.20,986.50,0,0,2019 Jan 04 1800.00 (SPXW1904M1800),0.0,0.0,0.55,0.80,0,0,
2019 Jan 04 1800.00 (SPXW1904A1800-E),0.0,0.0,968.20,986.50, ,0,2019 Jan 04 1800.00 (SPXW1904M1800-E),0.0,0.0,0.55,0.80, ,0,
2019 Jan 04 1850.00 (SPXW1904A1850),0.0,0.0,919.30,936.80,0,0,2019 Jan 04 1850.00 (SPXW1904M1850),0.0,0.0,0.65,0.85,0,0,
2019 Jan 04 1850.00 (SPXW1904A1850-E),0.0,0.0,919.30,936.80, ,0,2019 Jan 04 1850.00 (SPXW1904M1850-E),0.0,0.0,0.65,0.85, ,0,
2019 Jan 04 1900.00 (SPXW1904A1900),0.0,0.0,870.20,887.10,0,0,2019 Jan 04 1900.00 (SPXW1904M1900),1.00,-0.90,0.75,1.00,1,2,
2019 Jan 04 1900.00 (SPXW1904A1900-E),0.0,0.0,870.20,887.10, ,0,2019 Jan 04 1900.00 (SPXW1904M1900-E),1.00,-0.90,0.75,1.00,1,2,
2019 Jan 04 1950.00 (SPXW1904A1950),0.0,0.0,825.90,832.50,0,0,2019 Jan 04 1950.00 (SPXW1904M1950),1.11,0.0,0.95,1.15,0,28,
2019 Jan 04 1950.00 (SPXW1904A1950-E),0.0,0.0,825.90,832.50, ,0,2019 Jan 04 1950.00 (SPXW1904M1950-E),1.11,0.0,0.95,1.15, ,28,
2019 Jan 04 2000.00 (SPXW1904A2000),0.0,0.0,776.90,783.50,0,0,2019 Jan 04 2000.00 (SPXW1904M2000),0.0,0.0,1.15,1.40,0,0,
2019 Jan 04 2000.00 (SPXW1904A2000-E),0.0,0.0,776.90,783.50, ,0,2019 Jan 04 2000.00 (SPXW1904M2000-E),0.0,0.0,1.15,1.40, ,0,
2019 Jan 04 2025.00 (SPXW1904A2025),0.0,0.0,752.10,758.70,0,0,2019 Jan 04 2025.00 (SPXW1904M2025),0.0,0.0,1.25,1.50,0,0,
2019 Jan 04 2025.00 (SPXW1904A2025-E),0.0,0.0,752.10,758.70, ,0,2019 Jan 04 2025.00 (SPXW1904M2025-E),0.0,0.0,1.25,1.50, ,0,
2019 Jan 04 2050.00 (SPXW1904A2050),0.0,0.0,727.40,733.90,0,0,2019 Jan 04 2050.00 (SPXW1904M2050),1.80,0.0,1.40,1.65,2,0,
2019 Jan 04 2050.00 (SPXW1904A2050-E),0.0,0.0,727.40,733.90, ,0,2019 Jan 04 2050.00 (SPXW1904M2050-E),1.80,0.0,1.40,1.65,2,0,
2019 Jan 04 2075.00 (SPXW1904A2075),0.0,0.0,702.60,709.20,0,0,2019 Jan 04 2075.00 (SPXW1904M2075),2.60,0.0,1.55,1.80,0,150,
2019 Jan 04 2075.00 (SPXW1904A2075-E),0.0,0.0,702.60,709.20, ,0,2019 Jan 04 2075.00 (SPXW1904M2075-E),2.60,0.0,1.55,1.80, ,150,
2019 Jan 04 2100.00 (SPXW1904A2100),0.0,0.0,677.90,684.50,0,0,2019 Jan 04 2100.00 (SPXW1904M2100),1.90,0.0,1.75,1.95,200,0,
2019 Jan 04 2100.00 (SPXW1904A2100-E),0.0,0.0,677.90,684.50, ,0,2019 Jan 04 2100.00 (SPXW1904M2100-E),1.90,0.0,1.75,1.95,200,0,
2019 Jan 04 2125.00 (SPXW1904A2125),0.0,0.0,653.20,659.80,0,0,2019 Jan 04 2125.00 (SPXW1904M2125),0.0,0.0,1.95,2.15,0,0,
2019 Jan 04 2125.00 (SPXW1904A2125-E),0.0,0.0,653.20,659.80, ,0,2019 Jan 04 2125.00 (SPXW1904M2125-E),0.0,0.0,1.95,2.15, ,0,
2019 Jan 04 2150.00 (SPXW1904A2150),0.0,0.0,628.60,635.10,0,0,2019 Jan 04 2150.00 (SPXW1904M2150),2.20,0.0,2.15,2.40,0,11,
2019 Jan 04 2150.00 (SPXW1904A2150-E),0.0,0.0,628.60,635.10, ,0,2019 Jan 04 2150.00 (SPXW1904M2150-E),2.20,0.0,2.15,2.40, ,11,
2019 Jan 04 2175.00 (SPXW1904A2175),0.0,0.0,603.30,610.00,0,0,2019 Jan 04 2175.00 (SPXW1904M2175),0.0,0.0,2.40,2.65,0,0,
2019 Jan 04 2175.00 (SPXW1904A2175-E),0.0,0.0,603.30,610.00, ,0,2019 Jan 04 2175.00 (SPXW1904M2175-E),0.0,0.0,2.40,2.65, ,0,
2019 Jan 04 2200.00 (SPXW1904A2200),0.0,0.0,579.30,585.90,0,0,2019 Jan 04 2200.00 (SPXW1904M2200),2.70,+0.06,2.70,2.95,200,10,
2019 Jan 04 2200.00 (SPXW1904A2200-E),0.0,0.0,579.30,585.90, ,0,2019 Jan 04 2200.00 (SPXW1904M2200-E),2.70,+0.06,2.70,2.95,200,10,
2019 Jan 04 2210.00 (SPXW1904A2210),0.0,0.0,569.50,576.00,0,0,2019 Jan 04 2210.00 (SPXW1904M2210),0.0,0.0,2.80,3.10,0,0,
2019 Jan 04 2210.00 (SPXW1904A2210-E),0.0,0.0,569.50,576.00, ,0,2019 Jan 04 2210.00 (SPXW1904M2210-E),0.0,0.0,2.80,3.10, ,0,
2019 Jan 04 2220.00 (SPXW1904A2220),0.0,0.0,559.60,566.20,0,0,2019 Jan 04 2220.00 (SPXW1904M2220),5.90,0.0,2.95,3.20,0,40,
2019 Jan 04 2220.00 (SPXW1904A2220-E),0.0,0.0,559.60,566.20, ,0,2019 Jan 04 2220.00 (SPXW1904M2220-E),5.90,0.0,2.95,3.20, ,40,
2019 Jan 04 2225.00 (SPXW1904A2225),0.0,0.0,554.70,561.30,0,0,2019 Jan 04 2225.00 (SPXW1904M2225),3.20,0.0,3.00,3.30,1,0,
2019 Jan 04 2225.00 (SPXW1904A2225-E),0.0,0.0,554.70,561.30, ,0,2019 Jan 04 2225.00 (SPXW1904M2225-E),3.20,0.0,3.00,3.30,1,0,
2019 Jan 04 2230.00 (SPXW1904A2230),0.0,0.0,549.80,556.40,0,0,2019 Jan 04 2230.00 (SPXW1904M2230),6.00,0.0,3.00,3.30,0,40,
2019 Jan 04 2230.00 (SPXW1904A2230-E),0.0,0.0,549.80,556.40, ,0,2019 Jan 04 2230.00 (SPXW1904M2230-E),6.00,0.0,3.00,3.30, ,40,
2019 Jan 04 2240.00 (SPXW1904A2240),0.0,0.0,540.00,546.60,0,0,2019 Jan 04 2240.00 (SPXW1904M2240),0.0,0.0,3.20,3.50,0,0,
2019 Jan 04 2240.00 (SPXW1904A2240-E),0.0,0.0,540.00,546.60, ,0,2019 Jan 04 2240.00 (SPXW1904M2240-E),0.0,0.0,3.20,3.50, ,0,
2019 Jan 04 2250.00 (SPXW1904A2250),0.0,0.0,531.00,535.70,0,0,2019 Jan 04 2250.00 (SPXW1904M2250),4.01,+1.20,3.30,3.60,1,21,
2019 Jan 04 2250.00 (SPXW1904A2250-E),0.0,0.0,531.00,535.70, ,0,2019 Jan 04 2250.00 (SPXW1904M2250-E),4.01,+1.20,3.30,3.60,1,21,
2019 Jan 04 2260.00 (SPXW1904A2260),0.0,0.0,521.30,525.90,0,0,2019 Jan 04 2260.00 (SPXW1904M2260),3.20,0.0,3.50,3.80,0,1,
2019 Jan 04 2260.00 (SPXW1904A2260-E),0.0,0.0,521.30,525.90, ,0,2019 Jan 04 2260.00 (SPXW1904M2260-E),3.20,0.0,3.50,3.80, ,1,
2019 Jan 04 2270.00 (SPXW1904A2270),0.0,0.0,511.50,516.10,0,0,2019 Jan 04 2270.00 (SPXW1904M2270),3.40,0.0,3.70,4.00,0,1,
2019 Jan 04 2270.00 (SPXW1904A2270-E),0.0,0.0,511.50,516.10, ,0,2019 Jan 04 2270.00 (SPXW1904M2270-E),3.40,0.0,3.70,4.00, ,1,
2019 Jan 04 2275.00 (SPXW1904A2275),0.0,0.0,506.60,511.20,0,0,2019 Jan 04 2275.00 (SPXW1904M2275),3.64,0.0,3.80,4.10,0,11,
2019 Jan 04 2275.00 (SPXW1904A2275-E),0.0,0.0,506.60,511.20, ,0,2019 Jan 04 2275.00 (SPXW1904M2275-E),3.64,0.0,3.80,4.10, ,11,
2019 Jan 04 2280.00 (SPXW1904A2280),0.0,0.0,501.70,506.40,0,0,2019 Jan 04 2280.00 (SPXW1904M2280),8.50,0.0,3.90,4.20,0,2,
2019 Jan 04 2280.00 (SPXW1904A2280-E),0.0,0.0,501.70,506.40, ,0,2019 Jan 04 2280.00 (SPXW1904M2280-E),8.50,0.0,3.90,4.20, ,2,
2019 Jan 04 2290.00 (SPXW1904A2290),0.0,0.0,492.00,496.60,0,0,2019 Jan 04 2290.00 (SPXW1904M2290),0.0,0.0,4.00,4.40,0,0,
2019 Jan 04 2290.00 (SPXW1904A2290-E),0.0,0.0,492.00,496.60, ,0,2019 Jan 04 2290.00 (SPXW1904M2290-E),0.0,0.0,4.00,4.40, ,0,
2019 Jan 04 2300.00 (SPXW1904A2300),0.0,0.0,482.20,486.80,0,0,2019 Jan 04 2300.00 (SPXW1904M2300),4.96,+1.06,4.20,4.60,1,51,
2019 Jan 04 2300.00 (SPXW1904A2300-E),0.0,0.0,482.20,486.80, ,0,2019 Jan 04 2300.00 (SPXW1904M2300-E),4.96,+1.06,4.20,4.60,1,51,
2019 Jan 04 2310.00 (SPXW1904A2310),0.0,0.0,472.50,477.10,0,0,2019 Jan 04 2310.00 (SPXW1904M2310),4.50,-3.60,4.40,4.80,10,20,
2019 Jan 04 2310.00 (SPXW1904A2310-E),0.0,0.0,472.50,477.10, ,0,2019 Jan 04 2310.00 (SPXW1904M2310-E),4.50,-3.60,4.40,4.80,10,20,
2019 Jan 04 2320.00 (SPXW1904A2320),0.0,0.0,462.80,467.40,0,0,2019 Jan 04 2320.00 (SPXW1904M2320),4.50,0.0,4.70,5.00,0,825,
2019 Jan 04 2320.00 (SPXW1904A2320-E),0.0,0.0,462.80,467.40, ,0,2019 Jan 04 2320.00 (SPXW1904M2320-E),4.50,0.0,4.70,5.00, ,825,
2019 Jan 04 2325.00 (SPXW1904A2325),0.0,0.0,457.90,462.50,0,0,2019 Jan 04 2325.00 (SPXW1904M2325),5.40,+1.54,4.80,5.10,1,126,
2019 Jan 04 2325.00 (SPXW1904A2325-E),0.0,0.0,457.90,462.50, ,0,2019 Jan 04 2325.00 (SPXW1904M2325-E),5.40,+1.54,4.80,5.10,1,126,
2019 Jan 04 2330.00 (SPXW1904A2330),0.0,0.0,453.10,457.60,0,0,2019 Jan 04 2330.00 (SPXW1904M2330),0.0,0.0,4.90,5.30,0,0,
2019 Jan 04 2330.00 (SPXW1904A2330-E),0.0,0.0,453.10,457.60, ,0,2019 Jan 04 2330.00 (SPXW1904M2330-E),0.0,0.0,4.90,5.30, ,0,
2019 Jan 04 2340.00 (SPXW1904A2340),0.0,0.0,443.40,447.90,0,0,2019 Jan 04 2340.00 (SPXW1904M2340),8.60,0.0,5.20,5.50,0,1,
2019 Jan 04 2340.00 (SPXW1904A2340-E),0.0,0.0,443.40,447.90, ,0,2019 Jan 04 2340.00 (SPXW1904M2340-E),8.60,0.0,5.20,5.50, ,1,
2019 Jan 04 2350.00 (SPXW1904A2350),0.0,0.0,433.70,438.30,0,0,2019 Jan 04 2350.00 (SPXW1904M2350),6.00,+1.10,5.40,5.80,210,35,
2019 Jan 04 2350.00 (SPXW1904A2350-E),0.0,0.0,433.70,438.30, ,0,2019 Jan 04 2350.00 (SPXW1904M2350-E),6.00,+1.10,5.40,5.80,210,35,
2019 Jan 04 2360.00 (SPXW1904A2360),0.0,0.0,424.10,428.60,0,0,2019 Jan 04 2360.00 (SPXW1904M2360),0.0,0.0,5.70,6.10,0,0,
2019 Jan 04 2360.00 (SPXW1904A2360-E),0.0,0.0,424.10,428.60, ,0,2019 Jan 04 2360.00 (SPXW1904M2360-E),0.0,0.0,5.70,6.10, ,0,
2019 Jan 04 2370.00 (SPXW1904A2370),0.0,0.0,414.40,418.90,0,0,2019 Jan 04 2370.00 (SPXW1904M2370),5.20,0.0,6.00,6.40,0,49,
2019 Jan 04 2370.00 (SPXW1904A2370-E),0.0,0.0,414.40,418.90, ,0,2019 Jan 04 2370.00 (SPXW1904M2370-E),5.20,0.0,6.00,6.40, ,49,
2019 Jan 04 2375.00 (SPXW1904A2375),0.0,0.0,409.60,414.10,0,0,2019 Jan 04 2375.00 (SPXW1904M2375),6.90,+1.04,6.20,6.60,6,698,
2019 Jan 04 2375.00 (SPXW1904A2375-E),0.0,0.0,409.60,414.10, ,0,2019 Jan 04 2375.00 (SPXW1904M2375-E),6.90,+1.04,6.20,6.60,6,698,
2019 Jan 04 2380.00 (SPXW1904A2380),0.0,0.0,404.80,409.30,0,0,2019 Jan 04 2380.00 (SPXW1904M2380),0.0,0.0,6.30,6.70,0,0,
2019 Jan 04 2380.00 (SPXW1904A2380-E),0.0,0.0,404.80,409.30, ,0,2019 Jan 04 2380.00 (SPXW1904M2380-E),0.0,0.0,6.30,6.70, ,0,
2019 Jan 04 2390.00 (SPXW1904A2390),0.0,0.0,395.20,399.70,0,0,2019 Jan 04 2390.00 (SPXW1904M2390),7.00,-5.30,6.70,7.10,1,1,
2019 Jan 04 2390.00 (SPXW1904A2390-E),0.0,0.0,395.20,399.70, ,0,2019 Jan 04 2390.00 (SPXW1904M2390-E),7.00,-5.30,6.70,7.10,1,1,
2019 Jan 04 2400.00 (SPXW1904A2400),0.0,0.0,385.70,390.10,0,0,2019 Jan 04 2400.00 (SPXW1904M2400),7.75,+1.36,7.00,7.40,15,237,
2019 Jan 04 2400.00 (SPXW1904A2400-E),0.0,0.0,385.70,390.10, ,0,2019 Jan 04 2400.00 (SPXW1904M2400-E),7.75,+1.36,7.00,7.40,15,237,
2019 Jan 04 2410.00 (SPXW1904A2410),0.0,0.0,376.10,380.50,0,0,2019 Jan 04 2410.00 (SPXW1904M2410),14.03,0.0,7.40,7.80,0,6,
2019 Jan 04 2410.00 (SPXW1904A2410-E),0.0,0.0,376.10,380.50, ,0,2019 Jan 04 2410.00 (SPXW1904M2410-E),14.03,0.0,7.40,7.80, ,6,
2019 Jan 04 2415.00 (SPXW1904A2415),0.0,0.0,371.30,375.70,0,0,2019 Jan 04 2415.00 (SPXW1904M2415),7.50,-6.88,7.60,8.10,1,7,
2019 Jan 04 2415.00 (SPXW1904A2415-E),0.0,0.0,371.30,375.70, ,0,2019 Jan 04 2415.00 (SPXW1904M2415-E),7.50,-6.88,7.60,8.10,1,7,
2019 Jan 04 2420.00 (SPXW1904A2420),0.0,0.0,366.60,370.90,0,0,2019 Jan 04 2420.00 (SPXW1904M2420),11.85,0.0,7.90,8.30,0,1,
2019 Jan 04 2420.00 (SPXW1904A2420-E),0.0,0.0,366.60,370.90, ,0,2019 Jan 04 2420.00 (SPXW1904M2420-E),11.85,0.0,7.90,8.30, ,1,
2019 Jan 04 2425.00 (SPXW1904A2425),0.0,0.0,361.80,366.20,0,0,2019 Jan 04 2425.00 (SPXW1904M2425),7.23,0.0,8.10,8.50,0,32,
2019 Jan 04 2425.00 (SPXW1904A2425-E),0.0,0.0,361.80,366.20, ,0,2019 Jan 04 2425.00 (SPXW1904M2425-E),7.23,0.0,8.10,8.50, ,32,
2019 Jan 04 2430.00 (SPXW1904A2430),0.0,0.0,357.10,361.40,0,0,2019 Jan 04 2430.00 (SPXW1904M2430),6.30,0.0,8.30,8.70,0,4,
2019 Jan 04 2430.00 (SPXW1904A2430-E),0.0,0.0,357.10,361.40, ,0,2019 Jan 04 2430.00 (SPXW1904M2430-E),6.30,0.0,8.30,8.70, ,4,
2019 Jan 04 2435.00 (SPXW1904A2435),0.0,0.0,352.30,356.70,0,0,2019 Jan 04 2435.00 (SPXW1904M2435),8.50,0.0,8.50,9.00,0,1,
2019 Jan 04 2435.00 (SPXW1904A2435-E),0.0,0.0,352.30,356.70, ,0,2019 Jan 04 2435.00 (SPXW1904M2435-E),8.50,0.0,8.50,9.00, ,1,
2019 Jan 04 2440.00 (SPXW1904A2440),0.0,0.0,347.60,351.90,0,0,2019 Jan 04 2440.00 (SPXW1904M2440),0.0,0.0,8.80,9.20,0,0,
2019 Jan 04 2440.00 (SPXW1904A2440-E),0.0,0.0,347.60,351.90, ,0,2019 Jan 04 2440.00 (SPXW1904M2440-E),0.0,0.0,8.80,9.20, ,0,
