SPX (S&P 500 INDEX),2781.01,-25.82,
Nov 10 2018 @ 17:30 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Nov 21 2415.00 (SPXW1821K2415-E),0.0,0.0,361.30,365.30, ,0,2018 Nov 21 2415.00 (SPXW1821W2415-E),8.20,0.0,0.45,0.55, ,148,
2018 Nov 21 2420.00 (SPXW1821K2420),0.0,0.0,356.30,360.30,0,0,2018 Nov 21 2420.00 (SPXW1821W2420),12.30,0.0,0.45,0.60,0,18,
2018 Nov 21 2420.00 (SPXW1821K2420-E),0.0,0.0,356.30,360.30, ,0,2018 Nov 21 2420.00 (SPXW1821W2420-E),12.30,0.0,0.45,0.60, ,18,
2018 Nov 21 2425.00 (SPXW1821K2425),0.0,0.0,351.40,355.30,0,0,2018 Nov 21 2425.00 (SPXW1821W2425),0.75,+0.05,0.45,0.60,2,244,
2018 Nov 21 2425.00 (SPXW1821K2425-E),0.0,0.0,351.40,355.30, ,0,2018 Nov 21 2425.00 (SPXW1821W2425-E),0.75,+0.05,0.45,0.60,2,244,
2018 Nov 21 2430.00 (SPXW1821K2430),0.0,0.0,346.40,350.40,0,0,2018 Nov 21 2430.00 (SPXW1821W2430),11.70,0.0,0.50,0.60,0,16,
2018 Nov 21 2430.00 (SPXW1821K2430-E),0.0,0.0,346.40,350.40, ,0,2018 Nov 21 2430.00 (SPXW1821W2430-E),11.70,0.0,0.50,0.60, ,16,
2018 Nov 21 2435.00 (SPXW1821K2435),0.0,0.0,341.40,345.40,0,0,2018 Nov 21 2435.00 (SPXW1821W2435),13.70,0.0,0.50,0.65,0,15,
2018 Nov 21 2435.00 (SPXW1821K2435-E),0.0,0.0,341.40,345.40, ,0,2018 Nov 21 2435.00 (SPXW1821W2435-E),13.70,0.0,0.50,0.65, ,15,
2018 Nov 21 2440.00 (SPXW1821K2440),0.0,0.0,336.40,340.40,0,0,2018 Nov 21 2440.00 (SPXW1821W2440),12.43,0.0,0.55,0.65,0,7,
2018 Nov 21 2440.00 (SPXW1821K2440-E),0.0,0.0,336.40,340.40, ,0,2018 Nov 21 2440.00 (SPXW1821W2440-E),12.43,0.0,0.55,0.65, ,7,
2018 Nov 21 2445.00 (SPXW1821K2445),0.0,0.0,331.50,335.40,0,0,2018 Nov 21 2445.00 (SPXW1821W2445),5.65,0.0,0.55,0.70,0,41,
2018 Nov 21 2445.00 (SPXW1821K2445-E),0.0,0.0,331.50,335.40, ,0,2018 Nov 21 2445.00 (SPXW1821W2445-E),5.65,0.0,0.55,0.70, ,41,
2018 Nov 21 2450.00 (SPXW1821K2450),0.0,0.0,326.50,330.50,0,0,2018 Nov 21 2450.00 (SPXW1821W2450),1.18,0.0,0.60,0.70,0,3612,
2018 Nov 21 2450.00 (SPXW1821K2450-E),0.0,0.0,326.50,330.50, ,0,2018 Nov 21 2450.00 (SPXW1821W2450-E),1.18,0.0,0.60,0.70, ,3612,
2018 Nov 21 2455.00 (SPXW1821K2455),0.0,0.0,321.50,325.50,0,0,2018 Nov 21 2455.00 (SPXW1821W2455),12.80,0.0,0.60,0.75,0,5,
2018 Nov 21 2455.00 (SPXW1821K2455-E),0.0,0.0,321.50,325.50, ,0,2018 Nov 21 2455.00 (SPXW1821W2455-E),12.80,0.0,0.60,0.75, ,5,
2018 Nov 21 2460.00 (SPXW1821K2460),0.0,0.0,316.50,320.50,0,0,2018 Nov 21 2460.00 (SPXW1821W2460),0.95,+0.05,0.65,0.75,6,250,
2018 Nov 21 2460.00 (SPXW1821K2460-E),0.0,0.0,316.50,320.50, ,0,2018 Nov 21 2460.00 (SPXW1821W2460-E),0.95,+0.05,0.65,0.75,6,250,
2018 Nov 21 2465.00 (SPXW1821K2465),0.0,0.0,311.60,315.60,0,0,2018 Nov 21 2465.00 (SPXW1821W2465),5.30,0.0,0.65,0.80,0,42,
2018 Nov 21 2465.00 (SPXW1821K2465-E),0.0,0.0,311.60,315.60, ,0,2018 Nov 21 2465.00 (SPXW1821W2465-E),5.30,0.0,0.65,0.80, ,42,
2018 Nov 21 2470.00 (SPXW1821K2470),0.0,0.0,306.60,310.60,0,0,2018 Nov 21 2470.00 (SPXW1821W2470),0.74,-4.46,0.70,0.80,3,1748,
2018 Nov 21 2470.00 (SPXW1821K2470-E),0.0,0.0,306.60,310.60, ,0,2018 Nov 21 2470.00 (SPXW1821W2470-E),0.74,-4.46,0.70,0.80,3,1748,
2018 Nov 21 2475.00 (SPXW1821K2475),0.0,0.0,301.60,305.60,0,0,2018 Nov 21 2475.00 (SPXW1821W2475),0.83,0.0,0.70,0.85,0,1453,
2018 Nov 21 2475.00 (SPXW1821K2475-E),0.0,0.0,301.60,305.60, ,0,2018 Nov 21 2475.00 (SPXW1821W2475-E),0.83,0.0,0.70,0.85, ,1453,
2018 Nov 21 2480.00 (SPXW1821K2480),0.0,0.0,296.70,300.60,0,0,2018 Nov 21 2480.00 (SPXW1821W2480),2.96,0.0,0.75,0.90,0,20,
2018 Nov 21 2480.00 (SPXW1821K2480-E),0.0,0.0,296.70,300.60, ,0,2018 Nov 21 2480.00 (SPXW1821W2480-E),2.96,0.0,0.75,0.90, ,20,
2018 Nov 21 2485.00 (SPXW1821K2485),0.0,0.0,291.70,295.70,0,0,2018 Nov 21 2485.00 (SPXW1821W2485),1.05,0.0,0.80,0.90,0,13,
2018 Nov 21 2485.00 (SPXW1821K2485-E),0.0,0.0,291.70,295.70, ,0,2018 Nov 21 2485.00 (SPXW1821W2485-E),1.05,0.0,0.80,0.90, ,13,
2018 Nov 21 2490.00 (SPXW1821K2490),0.0,0.0,286.80,290.70,0,0,2018 Nov 21 2490.00 (SPXW1821W2490),1.21,+0.16,0.80,0.95,9,254,
2018 Nov 21 2490.00 (SPXW1821K2490-E),0.0,0.0,286.80,290.70, ,0,2018 Nov 21 2490.00 (SPXW1821W2490-E),1.21,+0.16,0.80,0.95,9,254,
2018 Nov 21 2495.00 (SPXW1821K2495),0.0,0.0,281.80,285.80,0,0,2018 Nov 21 2495.00 (SPXW1821W2495),4.15,0.0,0.85,1.00,0,6,
2018 Nov 21 2495.00 (SPXW1821K2495-E),0.0,0.0,281.80,285.80, ,0,2018 Nov 21 2495.00 (SPXW1821W2495-E),4.15,0.0,0.85,1.00, ,6,
2018 Nov 21 2500.00 (SPXW1821K2500),181.57,0.0,276.90,280.80,0,10,2018 Nov 21 2500.00 (SPXW1821W2500),1.36,+0.21,0.90,1.05,14,2292,
2018 Nov 21 2500.00 (SPXW1821K2500-E),181.57,0.0,276.90,280.80, ,10,2018 Nov 21 2500.00 (SPXW1821W2500-E),1.36,+0.21,0.90,1.05,14,2292,
2018 Nov 21 2505.00 (SPXW1821K2505),0.0,0.0,271.90,275.80,0,0,2018 Nov 21 2505.00 (SPXW1821W2505),5.60,0.0,0.95,1.10,0,9,
2018 Nov 21 2505.00 (SPXW1821K2505-E),0.0,0.0,271.90,275.80, ,0,2018 Nov 21 2505.00 (SPXW1821W2505-E),5.60,0.0,0.95,1.10, ,9,
2018 Nov 21 2510.00 (SPXW1821K2510),172.93,0.0,267.00,270.90,0,10,2018 Nov 21 2510.00 (SPXW1821W2510),1.00,0.0,1.00,1.15,0,64,
2018 Nov 21 2510.00 (SPXW1821K2510-E),172.93,0.0,267.00,270.90, ,10,2018 Nov 21 2510.00 (SPXW1821W2510-E),1.00,0.0,1.00,1.15, ,64,
2018 Nov 21 2515.00 (SPXW1821K2515),0.0,0.0,262.00,265.90,0,0,2018 Nov 21 2515.00 (SPXW1821W2515),3.90,0.0,1.05,1.20,0,19,
2018 Nov 21 2515.00 (SPXW1821K2515-E),0.0,0.0,262.00,265.90, ,0,2018 Nov 21 2515.00 (SPXW1821W2515-E),3.90,0.0,1.05,1.20, ,19,
2018 Nov 21 2520.00 (SPXW1821K2520),0.0,0.0,257.10,261.00,0,0,2018 Nov 21 2520.00 (SPXW1821W2520),1.30,0.0,1.10,1.25,0,44,
2018 Nov 21 2520.00 (SPXW1821K2520-E),0.0,0.0,257.10,261.00, ,0,2018 Nov 21 2520.00 (SPXW1821W2520-E),1.30,0.0,1.10,1.25, ,44,
2018 Nov 21 2525.00 (SPXW1821K2525),0.0,0.0,252.10,256.00,0,0,2018 Nov 21 2525.00 (SPXW1821W2525),1.45,0.0,1.15,1.30,0,1458,
2018 Nov 21 2525.00 (SPXW1821K2525-E),0.0,0.0,252.10,256.00, ,0,2018 Nov 21 2525.00 (SPXW1821W2525-E),1.45,0.0,1.15,1.30, ,1458,
2018 Nov 21 2530.00 (SPXW1821K2530),0.0,0.0,247.20,251.10,0,0,2018 Nov 21 2530.00 (SPXW1821W2530),1.15,0.0,1.20,1.35,0,41,
2018 Nov 21 2530.00 (SPXW1821K2530-E),0.0,0.0,247.20,251.10, ,0,2018 Nov 21 2530.00 (SPXW1821W2530-E),1.15,0.0,1.20,1.35, ,41,
2018 Nov 21 2535.00 (SPXW1821K2535),0.0,0.0,242.30,246.20,0,0,2018 Nov 21 2535.00 (SPXW1821W2535),1.90,-8.10,1.25,1.40,6,5,
2018 Nov 21 2535.00 (SPXW1821K2535-E),0.0,0.0,242.30,246.20, ,0,2018 Nov 21 2535.00 (SPXW1821W2535-E),1.90,-8.10,1.25,1.40,6,5,
2018 Nov 21 2540.00 (SPXW1821K2540),0.0,0.0,237.30,241.20,0,0,2018 Nov 21 2540.00 (SPXW1821W2540),2.04,0.0,1.30,1.45,0,1588,
2018 Nov 21 2540.00 (SPXW1821K2540-E),0.0,0.0,237.30,241.20, ,0,2018 Nov 21 2540.00 (SPXW1821W2540-E),2.04,0.0,1.30,1.45, ,1588,
2018 Nov 21 2545.00 (SPXW1821K2545),0.0,0.0,232.40,236.30,0,0,2018 Nov 21 2545.00 (SPXW1821W2545),7.10,0.0,1.40,1.55,0,21,
2018 Nov 21 2545.00 (SPXW1821K2545-E),0.0,0.0,232.40,236.30, ,0,2018 Nov 21 2545.00 (SPXW1821W2545-E),7.10,0.0,1.40,1.55, ,21,
2018 Nov 21 2550.00 (SPXW1821K2550),0.0,0.0,227.50,231.40,0,0,2018 Nov 21 2550.00 (SPXW1821W2550),1.70,+0.40,1.45,1.60,343,615,
2018 Nov 21 2550.00 (SPXW1821K2550-E),0.0,0.0,227.50,231.40, ,0,2018 Nov 21 2550.00 (SPXW1821W2550-E),1.70,+0.40,1.45,1.60,343,615,
2018 Nov 21 2555.00 (SPXW1821K2555),0.0,0.0,222.60,226.40,0,0,2018 Nov 21 2555.00 (SPXW1821W2555),2.05,-22.55,1.50,1.70,2,5,
2018 Nov 21 2555.00 (SPXW1821K2555-E),0.0,0.0,222.60,226.40, ,0,2018 Nov 21 2555.00 (SPXW1821W2555-E),2.05,-22.55,1.50,1.70,2,5,
2018 Nov 21 2560.00 (SPXW1821K2560),0.0,0.0,217.70,221.50,0,0,2018 Nov 21 2560.00 (SPXW1821W2560),2.10,+0.13,1.60,1.80,1,155,
2018 Nov 21 2560.00 (SPXW1821K2560-E),0.0,0.0,217.70,221.50, ,0,2018 Nov 21 2560.00 (SPXW1821W2560-E),2.10,+0.13,1.60,1.80,1,155,
2018 Nov 21 2565.00 (SPXW1821K2565),0.0,0.0,212.80,216.60,0,0,2018 Nov 21 2565.00 (SPXW1821W2565),2.45,-19.45,1.70,1.85,6,21,
2018 Nov 21 2565.00 (SPXW1821K2565-E),0.0,0.0,212.80,216.60, ,0,2018 Nov 21 2565.00 (SPXW1821W2565-E),2.45,-19.45,1.70,1.85,6,21,
2018 Nov 21 2570.00 (SPXW1821K2570),0.0,0.0,207.90,211.70,0,0,2018 Nov 21 2570.00 (SPXW1821W2570),2.05,+0.39,1.80,1.95,1,124,
2018 Nov 21 2570.00 (SPXW1821K2570-E),0.0,0.0,207.90,211.70, ,0,2018 Nov 21 2570.00 (SPXW1821W2570-E),2.05,+0.39,1.80,1.95,1,124,
2018 Nov 21 2575.00 (SPXW1821K2575),0.0,0.0,203.00,206.80,0,0,2018 Nov 21 2575.00 (SPXW1821W2575),3.03,+1.53,1.90,2.05,935,542,
2018 Nov 21 2575.00 (SPXW1821K2575-E),0.0,0.0,203.00,206.80, ,0,2018 Nov 21 2575.00 (SPXW1821W2575-E),3.03,+1.53,1.90,2.05,935,542,
2018 Nov 21 2580.00 (SPXW1821K2580),0.0,0.0,198.10,201.90,0,45,2018 Nov 21 2580.00 (SPXW1821W2580),2.95,+1.14,2.00,2.15,2,111,
2018 Nov 21 2580.00 (SPXW1821K2580-E),0.0,0.0,198.10,201.90, ,45,2018 Nov 21 2580.00 (SPXW1821W2580-E),2.95,+1.14,2.00,2.15,2,111,
2018 Nov 21 2585.00 (SPXW1821K2585),0.0,0.0,193.20,197.00,0,0,2018 Nov 21 2585.00 (SPXW1821W2585),2.15,0.0,2.10,2.25,0,1276,
2018 Nov 21 2585.00 (SPXW1821K2585-E),0.0,0.0,193.20,197.00, ,0,2018 Nov 21 2585.00 (SPXW1821W2585-E),2.15,0.0,2.10,2.25, ,1276,
2018 Nov 21 2590.00 (SPXW1821K2590),148.60,0.0,188.40,192.10,0,15,2018 Nov 21 2590.00 (SPXW1821W2590),2.20,0.0,2.20,2.40,0,1700,
2018 Nov 21 2590.00 (SPXW1821K2590-E),148.60,0.0,188.40,192.10, ,15,2018 Nov 21 2590.00 (SPXW1821W2590-E),2.20,0.0,2.20,2.40, ,1700,
2018 Nov 21 2595.00 (SPXW1821K2595),0.0,0.0,183.50,187.20,0,0,2018 Nov 21 2595.00 (SPXW1821W2595),9.35,0.0,2.35,2.55,0,96,
2018 Nov 21 2595.00 (SPXW1821K2595-E),0.0,0.0,183.50,187.20, ,0,2018 Nov 21 2595.00 (SPXW1821W2595-E),9.35,0.0,2.35,2.55, ,96,
2018 Nov 21 2600.00 (SPXW1821K2600),203.10,0.0,178.70,182.30,0,1,2018 Nov 21 2600.00 (SPXW1821W2600),2.75,+0.60,2.50,2.70,317,6686,
2018 Nov 21 2600.00 (SPXW1821K2600-E),203.10,0.0,178.70,182.30, ,1,2018 Nov 21 2600.00 (SPXW1821W2600-E),2.75,+0.60,2.50,2.70,317,6686,
2018 Nov 21 2605.00 (SPXW1821K2605),0.0,0.0,173.80,177.50,0,0,2018 Nov 21 2605.00 (SPXW1821W2605),1.95,0.0,2.60,2.80,0,42,
2018 Nov 21 2605.00 (SPXW1821K2605-E),0.0,0.0,173.80,177.50, ,0,2018 Nov 21 2605.00 (SPXW1821W2605-E),1.95,0.0,2.60,2.80, ,42,
2018 Nov 21 2610.00 (SPXW1821K2610),0.0,0.0,169.00,172.60,0,0,2018 Nov 21 2610.00 (SPXW1821W2610),2.85,+0.75,2.80,3.00,53,188,
2018 Nov 21 2610.00 (SPXW1821K2610-E),0.0,0.0,169.00,172.60, ,0,2018 Nov 21 2610.00 (SPXW1821W2610-E),2.85,+0.75,2.80,3.00,53,188,
2018 Nov 21 2615.00 (SPXW1821K2615),0.0,0.0,164.20,167.80,0,0,2018 Nov 21 2615.00 (SPXW1821W2615),4.60,0.0,2.95,3.20,0,1629,
2018 Nov 21 2615.00 (SPXW1821K2615-E),0.0,0.0,164.20,167.80, ,0,2018 Nov 21 2615.00 (SPXW1821W2615-E),4.60,0.0,2.95,3.20, ,1629,
2018 Nov 21 2620.00 (SPXW1821K2620),116.45,0.0,159.40,163.00,0,45,2018 Nov 21 2620.00 (SPXW1821W2620),2.75,0.0,3.10,3.40,0,59,
2018 Nov 21 2620.00 (SPXW1821K2620-E),116.45,0.0,159.40,163.00, ,45,2018 Nov 21 2620.00 (SPXW1821W2620-E),2.75,0.0,3.10,3.40, ,59,
2018 Nov 21 2625.00 (SPXW1821K2625),67.00,0.0,154.60,158.20,0,500,2018 Nov 21 2625.00 (SPXW1821W2625),3.00,+0.35,3.30,3.60,1282,1485,
2018 Nov 21 2625.00 (SPXW1821K2625-E),67.00,0.0,154.60,158.20, ,500,2018 Nov 21 2625.00 (SPXW1821W2625-E),3.00,+0.35,3.30,3.60,1282,1485,
2018 Nov 21 2630.00 (SPXW1821K2630),70.95,0.0,149.90,153.40,0,0,2018 Nov 21 2630.00 (SPXW1821W2630),3.28,+0.43,3.50,3.80,6,226,
2018 Nov 21 2630.00 (SPXW1821K2630-E),70.95,0.0,149.90,153.40, ,0,2018 Nov 21 2630.00 (SPXW1821W2630-E),3.28,+0.43,3.50,3.80,6,226,
2018 Nov 21 2635.00 (SPXW1821K2635),106.85,0.0,145.10,148.60,0,9,2018 Nov 21 2635.00 (SPXW1821W2635),4.80,+1.10,3.70,4.00,3,29,
2018 Nov 21 2635.00 (SPXW1821K2635-E),106.85,0.0,145.10,148.60, ,9,2018 Nov 21 2635.00 (SPXW1821W2635-E),4.80,+1.10,3.70,4.00,3,29,
2018 Nov 21 2640.00 (SPXW1821K2640),143.00,0.0,140.40,143.80,0,61,2018 Nov 21 2640.00 (SPXW1821W2640),4.38,+1.63,4.00,4.30,30,88,
2018 Nov 21 2640.00 (SPXW1821K2640-E),143.00,0.0,140.40,143.80, ,61,2018 Nov 21 2640.00 (SPXW1821W2640-E),4.38,+1.63,4.00,4.30,30,88,
2018 Nov 21 2645.00 (SPXW1821K2645),75.65,0.0,135.70,139.10,0,14,2018 Nov 21 2645.00 (SPXW1821W2645),5.35,+1.25,4.20,4.50,5,1754,
2018 Nov 21 2645.00 (SPXW1821K2645-E),75.65,0.0,135.70,139.10, ,14,2018 Nov 21 2645.00 (SPXW1821W2645-E),5.35,+1.25,4.20,4.50,5,1754,
2018 Nov 21 2650.00 (SPXW1821K2650),139.95,+67.20,131.00,134.30,4,70,2018 Nov 21 2650.00 (SPXW1821W2650),4.65,+0.35,4.50,4.80,302,1765,
2018 Nov 21 2650.00 (SPXW1821K2650-E),139.95,+67.20,131.00,134.30,4,70,2018 Nov 21 2650.00 (SPXW1821W2650-E),4.65,+0.35,4.50,4.80,302,1765,
2018 Nov 21 2655.00 (SPXW1821K2655),58.30,0.0,126.30,129.60,0,59,2018 Nov 21 2655.00 (SPXW1821W2655),5.80,+2.20,4.80,5.10,45,1426,
2018 Nov 21 2655.00 (SPXW1821K2655-E),58.30,0.0,126.30,129.60, ,59,2018 Nov 21 2655.00 (SPXW1821W2655-E),5.80,+2.20,4.80,5.10,45,1426,
2018 Nov 21 2660.00 (SPXW1821K2660),64.60,0.0,121.70,124.90,0,60,2018 Nov 21 2660.00 (SPXW1821W2660),6.50,+2.30,5.10,5.50,34,322,
2018 Nov 21 2660.00 (SPXW1821K2660-E),64.60,0.0,121.70,124.90, ,60,2018 Nov 21 2660.00 (SPXW1821W2660-E),6.50,+2.30,5.10,5.50,34,322,
2018 Nov 21 2665.00 (SPXW1821K2665),99.65,0.0,117.10,120.30,0,12,2018 Nov 21 2665.00 (SPXW1821W2665),6.60,+2.90,5.50,5.80,2,481,
2018 Nov 21 2665.00 (SPXW1821K2665-E),99.65,0.0,117.10,120.30, ,12,2018 Nov 21 2665.00 (SPXW1821W2665-E),6.60,+2.90,5.50,5.80,2,481,
2018 Nov 21 2670.00 (SPXW1821K2670),124.80,0.0,112.50,115.60,0,92,2018 Nov 21 2670.00 (SPXW1821W2670),5.29,+0.19,5.80,6.20,652,398,
2018 Nov 21 2670.00 (SPXW1821K2670-E),124.80,0.0,112.50,115.60, ,92,2018 Nov 21 2670.00 (SPXW1821W2670-E),5.29,+0.19,5.80,6.20,652,398,
2018 Nov 21 2675.00 (SPXW1821K2675),116.55,+30.65,107.90,111.00,4,168,2018 Nov 21 2675.00 (SPXW1821W2675),5.87,+0.97,6.20,6.60,17,1324,
2018 Nov 21 2675.00 (SPXW1821K2675-E),116.55,+30.65,107.90,111.00,4,168,2018 Nov 21 2675.00 (SPXW1821W2675-E),5.87,+0.97,6.20,6.60,17,1324,
2018 Nov 21 2680.00 (SPXW1821K2680),107.00,-15.00,103.40,106.40,4,68,2018 Nov 21 2680.00 (SPXW1821W2680),7.80,+3.09,6.70,7.10,73,437,
2018 Nov 21 2680.00 (SPXW1821K2680-E),107.00,-15.00,103.40,106.40,4,68,2018 Nov 21 2680.00 (SPXW1821W2680-E),7.80,+3.09,6.70,7.10,73,437,
2018 Nov 21 2685.00 (SPXW1821K2685),78.10,0.0,98.90,101.90,0,19,2018 Nov 21 2685.00 (SPXW1821W2685),6.60,+1.10,7.20,7.60,1,1140,
2018 Nov 21 2685.00 (SPXW1821K2685-E),78.10,0.0,98.90,101.90, ,19,2018 Nov 21 2685.00 (SPXW1821W2685-E),6.60,+1.10,7.20,7.60,1,1140,
2018 Nov 21 2690.00 (SPXW1821K2690),112.65,0.0,94.50,97.40,0,34,2018 Nov 21 2690.00 (SPXW1821W2690),11.00,+5.70,7.70,8.10,5,146,
2018 Nov 21 2690.00 (SPXW1821K2690-E),112.65,0.0,94.50,97.40, ,34,2018 Nov 21 2690.00 (SPXW1821W2690-E),11.00,+5.70,7.70,8.10,5,146,
2018 Nov 21 2695.00 (SPXW1821K2695),82.60,+7.85,90.10,92.90,1,9,2018 Nov 21 2695.00 (SPXW1821W2695),10.20,+3.36,8.30,8.70,2,58,
2018 Nov 21 2695.00 (SPXW1821K2695-E),82.60,+7.85,90.10,92.90,1,9,2018 Nov 21 2695.00 (SPXW1821W2695-E),10.20,+3.36,8.30,8.70,2,58,
2018 Nov 21 2700.00 (SPXW1821K2700),81.85,-25.90,85.70,88.50,5,767,2018 Nov 21 2700.00 (SPXW1821W2700),9.19,+3.29,8.90,9.40,327,3807,
2018 Nov 21 2700.00 (SPXW1821K2700-E),81.85,-25.90,85.70,88.50,5,767,2018 Nov 21 2700.00 (SPXW1821W2700-E),9.19,+3.29,8.90,9.40,327,3807,
2018 Nov 21 2705.00 (SPXW1821K2705),77.65,-17.05,81.40,84.10,5,22,2018 Nov 21 2705.00 (SPXW1821W2705),10.80,+3.90,9.60,10.00,15,528,
2018 Nov 21 2705.00 (SPXW1821K2705-E),77.65,-17.05,81.40,84.10,5,22,2018 Nov 21 2705.00 (SPXW1821W2705-E),10.80,+3.90,9.60,10.00,15,528,
2018 Nov 21 2710.00 (SPXW1821K2710),70.20,-31.72,77.20,79.80,1,102,2018 Nov 21 2710.00 (SPXW1821W2710),10.20,+2.40,10.30,10.70,3,915,
2018 Nov 21 2710.00 (SPXW1821K2710-E),70.20,-31.72,77.20,79.80,1,102,2018 Nov 21 2710.00 (SPXW1821W2710-E),10.20,+2.40,10.30,10.70,3,915,
2018 Nov 21 2715.00 (SPXW1821K2715),75.60,0.0,73.00,75.60,0,60,2018 Nov 21 2715.00 (SPXW1821W2715),14.60,+7.55,11.00,11.50,286,85,
2018 Nov 21 2715.00 (SPXW1821K2715-E),75.60,0.0,73.00,75.60, ,60,2018 Nov 21 2715.00 (SPXW1821W2715-E),14.60,+7.55,11.00,11.50,286,85,
2018 Nov 21 2720.00 (SPXW1821K2720),93.90,0.0,69.00,71.20,0,114,2018 Nov 21 2720.00 (SPXW1821W2720),16.64,+8.86,11.90,12.40,3,783,
2018 Nov 21 2720.00 (SPXW1821K2720-E),93.90,0.0,69.00,71.20, ,114,2018 Nov 21 2720.00 (SPXW1821W2720-E),16.64,+8.86,11.90,12.40,3,783,
2018 Nov 21 2725.00 (SPXW1821K2725),91.00,0.0,65.50,66.50,0,88,2018 Nov 21 2725.00 (SPXW1821W2725),11.60,+1.40,12.80,13.30,360,580,
2018 Nov 21 2725.00 (SPXW1821K2725-E),91.00,0.0,65.50,66.50, ,88,2018 Nov 21 2725.00 (SPXW1821W2725-E),11.60,+1.40,12.80,13.30,360,580,
2018 Nov 21 2730.00 (SPXW1821K2730),59.20,-26.55,61.60,62.40,2,93,2018 Nov 21 2730.00 (SPXW1821W2730),12.15,+1.35,13.70,14.20,41,149,
2018 Nov 21 2730.00 (SPXW1821K2730-E),59.20,-26.55,61.60,62.40,2,93,2018 Nov 21 2730.00 (SPXW1821W2730-E),12.15,+1.35,13.70,14.20,41,149,
2018 Nov 21 2735.00 (SPXW1821K2735),51.60,-17.00,57.60,58.50,3,134,2018 Nov 21 2735.00 (SPXW1821W2735),14.90,+5.37,14.80,15.30,5,348,
2018 Nov 21 2735.00 (SPXW1821K2735-E),51.60,-17.00,57.60,58.50,3,134,2018 Nov 21 2735.00 (SPXW1821W2735-E),14.90,+5.37,14.80,15.30,5,348,
2018 Nov 21 2740.00 (SPXW1821K2740),59.20,-11.93,53.70,54.60,7,138,2018 Nov 21 2740.00 (SPXW1821W2740),16.90,+4.55,15.90,16.40,357,368,
2018 Nov 21 2740.00 (SPXW1821K2740-E),59.20,-11.93,53.70,54.60,7,138,2018 Nov 21 2740.00 (SPXW1821W2740-E),16.90,+4.55,15.90,16.40,357,368,
2018 Nov 21 2745.00 (SPXW1821K2745),55.30,-17.40,50.00,50.80,9,24,2018 Nov 21 2745.00 (SPXW1821W2745),22.40,+11.60,17.10,17.70,47,347,
2018 Nov 21 2745.00 (SPXW1821K2745-E),55.30,-17.40,50.00,50.80,9,24,2018 Nov 21 2745.00 (SPXW1821W2745-E),22.40,+11.60,17.10,17.70,47,347,
2018 Nov 21 2750.00 (SPXW1821K2750),52.90,-20.65,46.30,47.10,29,1673,2018 Nov 21 2750.00 (SPXW1821W2750),16.40,+4.80,18.30,19.00,57,915,
2018 Nov 21 2750.00 (SPXW1821K2750-E),52.90,-20.65,46.30,47.10,29,1673,2018 Nov 21 2750.00 (SPXW1821W2750-E),16.40,+4.80,18.30,19.00,57,915,
2018 Nov 21 2755.00 (SPXW1821K2755),41.70,-15.65,42.70,43.50,23,42,2018 Nov 21 2755.00 (SPXW1821W2755),21.70,+7.80,19.70,20.40,68,145,
2018 Nov 21 2755.00 (SPXW1821K2755-E),41.70,-15.65,42.70,43.50,23,42,2018 Nov 21 2755.00 (SPXW1821W2755-E),21.70,+7.80,19.70,20.40,68,145,
2018 Nov 21 2760.00 (SPXW1821K2760),41.30,-18.90,39.20,40.00,32,183,2018 Nov 21 2760.00 (SPXW1821W2760),22.88,+7.66,21.30,21.90,43,288,
2018 Nov 21 2760.00 (SPXW1821K2760-E),41.30,-18.90,39.20,40.00,32,183,2018 Nov 21 2760.00 (SPXW1821W2760-E),22.88,+7.66,21.30,21.90,43,288,
2018 Nov 21 2765.00 (SPXW1821K2765),41.20,-17.27,35.90,36.60,34,204,2018 Nov 21 2765.00 (SPXW1821W2765),29.03,+11.58,22.90,23.60,59,44,
2018 Nov 21 2765.00 (SPXW1821K2765-E),41.20,-17.27,35.90,36.60,34,204,2018 Nov 21 2765.00 (SPXW1821W2765-E),29.03,+11.58,22.90,23.60,59,44,
2018 Nov 21 2770.00 (SPXW1821K2770),30.83,-17.07,32.60,33.40,12,1272,2018 Nov 21 2770.00 (SPXW1821W2770),25.39,+8.09,24.60,25.30,9,379,
2018 Nov 21 2770.00 (SPXW1821K2770-E),30.83,-17.07,32.60,33.40,12,1272,2018 Nov 21 2770.00 (SPXW1821W2770-E),25.39,+8.09,24.60,25.30,9,379,
2018 Nov 21 2775.00 (SPXW1821K2775),31.60,-12.10,29.60,30.30,47,2112,2018 Nov 21 2775.00 (SPXW1821W2775),27.00,+6.85,26.50,27.30,334,1171,
2018 Nov 21 2775.00 (SPXW1821K2775-E),31.60,-12.10,29.60,30.30,47,2112,2018 Nov 21 2775.00 (SPXW1821W2775-E),27.00,+6.85,26.50,27.30,334,1171,
2018 Nov 21 2780.00 (SPXW1821K2780),28.40,-12.70,26.60,27.40,24,440,2018 Nov 21 2780.00 (SPXW1821W2780),25.60,+4.67,28.60,29.30,22,288,
2018 Nov 21 2780.00 (SPXW1821K2780-E),28.40,-12.70,26.60,27.40,24,440,2018 Nov 21 2780.00 (SPXW1821W2780-E),25.60,+4.67,28.60,29.30,22,288,
